Network,IP,Compliance ,fShared,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
B,"Beta (2, 117)",0.8,0%,37.35835083,792.5023962,96.92996123,827.6468462,10.52024938,33.79027097,64.14388078,1087.187929,138.9132955,1092.62166,0,0,0,0,47.1,117.1,59,127.1,0,0,1.68,1.61
B,"Beta (2, 117)",0.8,0%,35.52471914,789.7874391,64.81548275,813.6867715,8.003584341,22.84007632,66.15776303,1087.207599,120.3142133,1092.347787,0,0,0,0,45,79.7,60.9,110.1,0,0,0.51,0.53
B,"Beta (2, 117)",0.8,0%,78.45991898,806.2611914,96.54265243,835.4497491,22.24016267,35.39208002,98.86795331,1087.807476,150.3012763,1094.884541,0,0,0,0,97.3,115.6,90.9,137.3,0,0,1.7,1.6
B,"Beta (2, 117)",0.8,0%,34.87586011,791.7361818,71.37457628,817.1051082,9.643610076,25.09481812,68.02855133,1087.372603,124.8764143,1092.743732,0,0,0,0,44,87.4,62.6,114.3,0,0,0.25,0.26
B,"Beta (2, 117)",0.8,0%,59.81817856,795.1024283,84.16233825,824.630621,13.03253115,29.45640602,79.79546434,1087.284226,131.2811263,1093.141214,0,0,0,0,75.2,102.1,73.4,120.1,0,0,0.64,0.66
B,"Beta (2, 117)",0.8,0%,21.5309065,787.599852,38.93076932,799.5071695,6.18203199,12.92780189,57.08967288,1087.128462,105.3896807,1091.610541,0,0,0,0,27.3,48.7,52.5,96.5,0,0,1.58,1.54
B,"Beta (2, 117)",0.8,0%,24.18684205,789.812451,44.21795213,802.671809,8.049662748,15.16326175,58.94214338,1087.167096,107.3671087,1091.727239,0,0,0,0,30.6,55.1,54.2,98.3,0,0,0.29,0.3
B,"Beta (2, 117)",0.8,0%,171.4576706,829.3441302,230.6380474,906.3241636,42.72522878,83.22566015,158.198065,1088.248568,234.7032948,1099.140913,0,0,0,0,206.7,254.5,145.4,213.5,0,0,1.41,1.33
B,"Beta (2, 117)",0.8,0%,143.3383017,832.2851969,162.6964626,873.6131583,44.29620846,58.65789212,147.687986,1088.612622,190.5308837,1098.177843,0,0,0,0,172.2,186.2,135.7,173.5,0,0,2.03,1.78
B,"Beta (2, 117)",0.8,0%,29.85737747,789.6387665,50.89179303,806.292077,7.969520217,17.70257772,59.43383848,1087.093525,109.2546977,1091.730056,0,0,0,0,37.8,63.1,54.7,100.1,0,0,0.58,0.59
B,"Beta (2, 117)",0.8,0%,27.26815602,789.8341564,52.31285994,807.8013979,8.102181098,19.12500942,59.43292444,1087.213135,111.6781911,1092.049361,0,0,0,0,34.5,64.8,54.7,102.3,0,0,0.88,0.89
B,"Beta (2, 117)",0.8,0%,21.88224348,787.4924633,43.11015551,801.8555668,6.151961018,14.9156348,55.33548731,1087.055643,102.2482447,1091.519734,0,0,0,0,27.8,53.8,50.9,93.7,0,0,1.29,1.27
B,"Beta (2, 117)",0.8,0%,11.12579871,784.1607371,20.86166803,791.0435084,3.468898257,7.488831321,47.23958249,1086.955265,88.00710776,1090.695234,0,0,0,0,14.2,26.4,43.5,80.7,0,0,1.12,1.11
B,"Beta (2, 117)",0.8,0%,86.3443222,808.3605256,126.1732606,847.5347526,23.91777743,43.828559,94.87306182,1087.652191,157.0954669,1094.570962,0,0,0,0,106.8,148.9,87.2,143.5,0,0,0.35,0.37
B,"Beta (2, 117)",0.8,0%,28.66289142,789.9495766,43.52310099,803.6113871,8.124195705,15.51857596,60.92863067,1087.131302,104.9967112,1091.821544,0,0,0,0,36.3,54.2,56,96.2,0,0,0.28,0.29
B,"Beta (2, 117)",0.8,0%,23.05757101,787.3139251,42.52963304,802.0794495,6.101368462,15.04027155,51.4776074,1086.977643,96.53434032,1091.128781,0,0,0,0,29.3,53,47.4,88.5,0,0,1.76,1.7
B,"Beta (2, 117)",0.8,0%,55.30735774,800.174004,77.23505432,822.7593149,17.0863838,27.78157458,81.28190678,1087.475892,131.439569,1093.48239,0,0,0,0,69.1,93.9,74.7,120.2,0,0,2.1,1.94
B,"Beta (2, 117)",0.8,0%,16.23655186,784.9587883,29.51755435,796.1894009,4.184306879,10.97948387,51.87020993,1086.997291,96.43739847,1091.168157,0,0,0,0,20.7,37.1,47.7,88.4,0,0,0.33,0.34
B,"Beta (2, 117)",0.8,0%,28.64689127,790.8344267,55.33239415,808.6721386,8.729630234,19.08148832,55.67678664,1087.140032,109.4242679,1091.711578,0,0,0,0,36.2,68.4,51.2,100.2,0,0,0,0
B,"Beta (2, 117)",0.8,0%,198.4168861,841.2852708,239.6899229,911.2566298,53.36262959,83.97806132,198.6449188,1088.586418,255.1248867,1101.418779,0,0,0,0,235.8,263,182.5,231.6,0,0,1.98,1.68
B,"Beta (2, 117)",0.8,0%,16.68331811,785.2435996,40.98349315,800.2424985,4.29652117,14.17710273,51.18327376,1086.975493,100.3699585,1091.072168,0,0,0,0,21.2,51.2,47.1,92,0,0,0.33,0.34
B,"Beta (2, 117)",0.8,0%,19.32298644,787.7697098,37.44207301,799.4665279,6.183560539,12.74564631,54.00644952,1087.059971,100.2806913,1091.412306,0,0,0,0,24.5,46.8,49.7,91.9,0,0,1.32,1.3
B,"Beta (2, 117)",0.8,0%,35.44991548,793.250612,54.87026471,809.7739356,11.06742547,19.50614111,64.56491801,1087.250316,113.8468184,1092.315989,0,0,0,0,44.7,67.8,59.4,104.2,0,0,0.53,0.54
B,"Beta (2, 117)",0.8,0%,56.66577053,797.3021947,86.75261347,825.6756309,15.04365821,30.72564772,81.52059836,1087.247586,137.279811,1093.360558,0,0,0,0,71.1,105.1,75,125.6,0,0,1.32,1.29
B,"Beta (2, 117)",0.8,0%,31.60379067,789.6006545,71.3647491,813.2617522,7.954320575,23.34223589,60.22282479,1087.138096,124.6825506,1092.104669,0,0,0,0,40,87.8,55.4,114.2,0,0,0.85,0.86
B,"Beta (2, 117)",0.8,0%,25.87991338,788.158383,49.77059737,806.4985329,6.808510507,18.07262082,59.06349053,1087.110255,107.1227079,1091.735828,0,0,0,0,32.8,61.7,54.3,98.1,0,0,0.58,0.59
B,"Beta (2, 117)",0.8,0%,22.47295208,788.3555563,45.98779337,803.392006,7.045974837,16.04454682,56.41502705,1087.028639,104.1857259,1091.484404,0,0,0,0,28.5,57.2,51.9,95.5,0,0,0,0
B,"Beta (2, 117)",0.8,0%,9.830326579,783.4121831,24.75058466,791.5344015,2.750489042,7.850472573,48.47390246,1086.955607,93.91689122,1090.916678,0,0,0,0,12.5,31.3,44.6,86.1,0,0,0.71,0.72
B,"Beta (2, 117)",0.8,0%,8.483303415,783.3357056,25.02752272,790.9999245,2.70122744,7.564272235,47.88923965,1086.972264,95.66042202,1090.850741,0,0,0,0,10.8,31.6,44.1,87.7,0,0,1.1,1.1
B,"Beta (2, 117)",0.8,0%,46.64575957,793.2654996,90.55158505,826.3789202,11.15553352,31.7463443,70.81342868,1087.275031,139.0724225,1093.157898,0,0,0,0,58.8,109.6,65.1,127.2,0,0,0.99,0.99
B,"Beta (2, 117)",0.8,0%,25.82108742,788.7848492,44.44180006,802.8424588,7.170779406,15.2731288,55.22509344,1087.090491,99.3553926,1091.437224,0,0,0,0,32.7,55.4,50.8,91,0,0,1.64,1.59
B,"Beta (2, 117)",0.8,0%,34.78280355,791.3866139,65.0150884,812.1577394,9.478196405,22.03810787,63.40919333,1087.146405,116.4749742,1092.147017,0,0,0,0,44,80.1,58.3,106.6,0,0,0.82,0.83
B,"Beta (2, 117)",0.8,0%,23.43565391,786.9710271,48.63947275,804.8196419,5.962683357,17.29122897,60.81777305,1087.033043,110.7970775,1091.732833,0,0,0,0,29.8,60.4,55.9,101.5,0,0,0,0
B,"Beta (2, 117)",0.8,0%,18.7176032,786.6590432,44.24810971,802.3106936,5.271446405,15.46716553,51.03844346,1087.081639,104.8390174,1091.353652,0,0,0,0,23.8,55.2,46.9,96.1,0,0,0,0
B,"Beta (2, 117)",0.8,0%,43.86218988,796.9278124,61.17570742,813.7922241,14.11536882,21.51399143,73.32737253,1087.387917,119.9117437,1092.725825,0,0,0,0,55,75.2,67.4,109.7,0,0,1.73,1.65
B,"Beta (2, 117)",0.8,0%,12.51198222,783.7970734,30.44048468,794.2579375,3.19775658,10.23961925,51.90104509,1086.926515,99.15613198,1091.089671,0,0,0,0,16,38.3,47.8,90.9,0,0,0,0
B,"Beta (2, 117)",0.8,0%,20.0003011,786.7863527,38.24588911,800.1843911,5.536496568,13.81937295,53.74448158,1087.094892,103.7639414,1091.489411,0,0,0,0,25.4,47.8,49.4,95.1,0,0,0,0
B,"Beta (2, 117)",0.8,0%,47.98695532,796.3711469,80.25846332,821.0214448,14.07058876,27.96386032,74.1720736,1087.267749,128.7683539,1092.764729,0,0,0,0,60.3,97.8,68.2,117.8,0,0,1.18,1.16
B,"Beta (2, 117)",0.8,0%,8.397950248,783.0038201,17.54792181,788.8442774,2.342973258,5.901965656,47.06434732,1086.919274,88.13144947,1090.720511,0,0,0,0,10.7,22.2,43.3,80.8,0,0,0.74,0.74
B,"Beta (2, 117)",0.8,0%,38.17631583,794.1103817,122.2226292,835.9581412,11.86240614,40.09645606,62.82702709,1087.222286,162.8226701,1093.281655,0,0,0,0,48.1,146.2,57.8,148.9,0,0,0.82,0.82
B,"Beta (2, 117)",0.8,0%,31.11931295,790.3420919,66.68765641,814.3833961,8.461297742,23.60246952,64.29923735,1087.250712,118.9752971,1092.45709,0,0,0,0,39.4,81.9,59.1,108.9,0,0,0.53,0.55
B,"Beta (2, 117)",0.8,0%,31.22199743,788.936035,63.20202202,812.978247,7.59018392,22.78453217,60.66625534,1087.086636,117.8009674,1092.054361,0,0,0,0,39.6,77.7,55.8,107.9,0,0,1.48,1.45
B,"Beta (2, 117)",0.8,0%,15.74848297,785.532207,36.57362203,798.8994226,4.458946421,13.08392664,51.31576898,1087.006369,98.955317,1091.145219,0,0,0,0,20,45.8,47.2,90.7,0,0,1.03,1.02
B,"Beta (2, 117)",0.8,0%,23.07603213,788.5595174,41.19524837,802.2464019,7.108481118,14.67189131,57.11209541,1087.170384,102.1731072,1091.598689,0,0,0,0,29.3,51.3,52.5,93.6,0,0,0.92,0.92
B,"Beta (2, 117)",0.8,0%,20.6899465,787.3383237,35.02537582,798.4632924,6.342765346,12.48589727,55.08548981,1087.035936,101.1420133,1091.354707,0,0,0,0,26.3,43.9,50.7,92.7,0,0,1.64,1.59
B,"Beta (2, 117)",0.8,0%,24.43288627,786.7468311,60.84569806,807.9116749,5.528597243,19.6501074,55.30568124,1087.028424,112.7277063,1091.627976,0,0,0,0,31.1,75.3,50.9,103.3,0,0,1.64,1.59
B,"Beta (2, 117)",0.8,0%,18.52342652,787.7557632,33.0953217,797.7637963,6.194704696,11.76457709,52.04921669,1087.06239,94.34861682,1091.164582,0,0,0,0,23.5,41.5,47.9,86.5,0,0,2.13,2.02
B,"Beta (2, 117)",0.8,0%,27.41397254,791.6790369,60.91563304,810.6389546,9.503811042,21.26635001,59.37143218,1087.186849,117.2296338,1092.078624,0,0,0,0,34.6,75.1,54.6,107.3,0,0,0.88,0.89
B,"Beta (2, 117)",0.8,0%,34.90081133,789.1307157,66.71759527,813.0734079,7.951770697,22.86212201,63.96468003,1087.043206,119.8750823,1092.016918,0,0,0,0,44.2,82.1,58.8,109.8,0,0,1.1,1.1
B,"Beta (2, 117)",0.8,0%,19.2342372,786.7471064,44.16881722,802.3088983,5.549485991,15.43491774,54.11132382,1087.054462,105.5279614,1091.466212,0,0,0,0,24.4,55.1,49.8,96.7,0,0,1.32,1.3
B,"Beta (2, 117)",0.8,0%,62.23073025,796.7652145,133.0015726,845.2114917,14.64407695,45.91077495,84.01944605,1087.333238,161.5377506,1093.952604,0,0,0,0,78.1,157.4,77.3,147.7,0,0,0.82,0.83
B,"Beta (2, 117)",0.8,0%,15.3935791,785.5867088,35.98970882,797.2554546,4.503578418,11.82524652,51.29243403,1087.051671,96.69002223,1091.109736,0,0,0,0,19.6,45.1,47.2,88.6,0,0,2.16,2.05
B,"Beta (2, 117)",0.8,0%,26.45274975,790.6152654,40.6357715,801.7158868,8.714185797,14.00962884,60.05838172,1087.176294,105.7083452,1091.779258,0,0,0,0,33.5,50.7,55.2,96.8,0,0,0.28,0.29
B,"Beta (2, 117)",0.8,0%,51.91320775,793.7154129,110.0403988,834.4718539,11.68061085,38.25109019,74.34982906,1087.141956,150.3705774,1093.339889,0,0,0,0,65.4,131.9,68.4,137.5,0,0,0.69,0.71
B,"Beta (2, 117)",0.8,0%,18.57892966,786.2902862,47.59419479,801.1576851,5.227138575,15.08046002,54.28842325,1087.051681,107.7981829,1091.32967,0,0,0,0,23.6,59.4,49.9,98.8,0,0,1.31,1.29
B,"Beta (2, 117)",0.8,0%,28.13223864,789.6297265,53.58650107,806.5571876,7.880199602,17.89026331,61.66038515,1087.173731,110.1256413,1091.910246,0,0,0,0,35.6,66.4,56.7,100.9,0,0,0.27,0.28
B,"Beta (2, 117)",0.8,0%,121.912942,813.4480916,181.0693797,873.0036537,29.42355713,62.32304201,128.4210547,1087.672361,205.0169761,1096.890839,0,0,0,0,149.9,207.4,118.1,186.9,0,0,1.79,1.64
B,"Beta (2, 117)",0.8,0%,34.74409791,790.5257475,82.09768005,821.9278543,8.915804473,29.37723516,65.27943888,1087.156946,129.121405,1092.666085,0,0,0,0,44,99.9,60,118.2,0,0,0.52,0.54
B,"Beta (2, 117)",0.8,0%,106.8027424,816.625676,150.0900541,860.7388488,31.51120201,52.95820522,121.4523694,1087.952261,185.3894298,1096.501225,0,0,0,0,130.8,174.4,111.6,169.1,0,0,1.35,1.3
B,"Beta (2, 117)",0.8,0%,13.07349447,784.2634862,45.71751806,801.3302604,3.39350834,15.26951862,51.10073133,1086.960663,111.0339322,1091.389918,0,0,0,0,16.7,57.1,47,101.7,0,0,1.4,1.37
B,"Beta (2, 117)",0.8,0%,32.90039345,791.8987977,71.23637266,816.1226989,9.671256108,24.81057412,64.03084382,1087.319801,125.8329725,1092.714423,0,0,0,0,41.5,87.3,58.9,115.2,0,0,0.53,0.55
B,"Beta (2, 117)",0.8,0%,53.56467383,794.8009135,115.4117501,832.7829994,12.58405898,36.62003927,79.65084814,1087.233614,155.4262873,1093.553823,0,0,0,0,67.4,138.6,73.3,142.1,0,0,0.87,0.88
B,"Beta (2, 117)",0.8,0%,11.34177362,784.6273696,20.73782677,791.1182273,3.765074421,7.301969522,49.53587628,1086.991964,90.91111231,1090.832046,0,0,0,0,14.5,26.2,45.6,83.3,0,0,0.7,0.71
B,"Beta (2, 117)",0.8,0%,16.03451432,784.8882976,32.90675919,796.4729636,4.051077613,11.14710382,54.02110382,1087.033416,99.20500319,1091.300939,0,0,0,0,20.4,41.3,49.7,90.9,0,0,0.64,0.65
B,"Beta (2, 117)",0.8,0%,21.43979375,786.3531362,39.26543157,799.8739516,5.58170995,13.73860788,54.10193114,1086.999219,101.0638438,1091.254182,0,0,0,0,27.3,49.1,49.8,92.6,0,0,0.63,0.64
B,"Beta (2, 117)",0.8,0%,21.42440845,785.7764857,38.14812931,798.3691158,4.967717656,12.68731814,58.71945076,1087.022987,106.7405422,1091.515518,0,0,0,0,27.3,47.8,54,97.8,0,0,0.58,0.6
B,"Beta (2, 117)",0.8,0%,23.86799752,784.8223694,101.7847383,828.5136517,4.072514762,35.17578628,56.81051522,1087.003595,151.3847435,1093.081444,0,0,0,0,30.4,122.9,52.3,138.5,0,0,0.6,0.62
B,"Beta (2, 117)",0.8,0%,14.1404568,785.6364183,38.46850659,798.7885571,4.69818867,13.37291417,50.69815021,1087.031971,99.07220249,1091.170718,0,0,0,0,18,48.2,46.6,90.8,0,0,0.68,0.69
B,"Beta (2, 117)",0.8,0%,8.757206173,783.4358989,21.82942815,791.3854933,2.773588818,7.818167933,48.38649203,1086.983235,91.68845483,1090.810985,0,0,0,0,11.2,27.6,44.5,84.1,0,0,0.35,0.36
B,"Beta (2, 117)",0.8,0%,91.32494695,809.8083476,135.0188754,852.089896,24.92845824,47.2648807,101.9438031,1087.818625,162.7555929,1095.173288,0,0,0,0,112.8,158.5,93.7,148.6,0,0,0.67,0.69
B,"Beta (2, 117)",0.8,0%,148.7902258,827.3150614,183.504724,882.2076145,40.3904594,65.66828442,149.2423995,1088.377699,206.6798928,1098.599709,0,0,0,0,179.8,208,137.1,188.1,0,0,1.07,1.06
B,"Beta (2, 117)",0.8,0%,47.7883537,794.2243656,92.33222458,824.7130201,12.44125564,30.62003877,76.60281659,1087.240805,139.4262694,1093.139821,0,0,0,0,60.2,112,70.5,127.5,0,0,2.24,2.06
B,"Beta (2, 117)",0.8,0%,47.71721718,797.0806609,109.0613804,828.5344153,14.20147094,33.88364192,72.57406529,1087.391497,147.2685121,1093.012623,0,0,0,0,59.9,131.6,66.7,134.7,0,0,0,0
B,"Beta (2, 117)",0.8,0%,29.04520561,790.0233387,75.03726468,816.9097554,8.211075062,25.8962941,64.17799682,1087.243431,126.2667499,1092.600523,0,0,0,0,36.8,91.9,59,115.6,0,0,1.1,1.09
B,"Beta (2, 117)",0.8,0%,24.86432034,789.200205,40.33678221,802.0024898,7.555051168,14.78125418,57.69491439,1087.141558,102.1846531,1091.561616,0,0,0,0,31.5,50.3,53.1,93.6,0,0,0.29,0.3
B,"Beta (2, 117)",0.8,0%,29.03008321,791.4992614,77.0051202,816.538007,9.423005213,25.84545478,59.25725775,1087.167952,121.2385914,1092.058465,0,0,0,0,36.7,94.3,54.5,111,0,0,0.28,0.3
B,"Beta (2, 117)",0.8,0%,21.52586147,786.5425104,42.09299922,802.0211978,5.653864667,14.86334739,58.05072667,1086.990885,106.7999632,1091.595966,0,0,0,0,27.4,52.5,53.4,97.8,0,0,0.59,0.6
B,"Beta (2, 117)",0.8,0%,37.24267705,790.6047046,71.42071738,815.887639,8.744297322,24.62025409,63.57367284,1087.113016,118.5867693,1092.185854,0,0,0,0,47.1,87.5,58.5,108.6,0,0,1.11,1.1
B,"Beta (2, 117)",0.8,0%,128.3686648,813.1412513,309.4957064,927.1372287,28.68444804,105.3945743,127.661412,1087.810881,292.4286245,1099.097549,0,0,0,0,157.9,333.8,117.4,266.1,0,0,0.52,0.55
B,"Beta (2, 117)",0.8,0%,17.14336357,786.3166085,32.85889602,797.4002762,5.061508517,11.47989572,53.81373712,1087.048669,99.51351235,1091.290762,0,0,0,0,21.8,41.2,49.5,91.2,0,0,0.64,0.65
B,"Beta (2, 117)",0.8,0%,41.86644907,792.15146,79.21493794,819.5674444,10.46579151,27.22822483,69.83748038,1087.084269,130.7172606,1092.553174,0,0,0,0,52.9,96.7,64.2,119.6,0,0,0.74,0.75
B,"Beta (2, 117)",0.8,0%,11.73932564,784.062789,31.84886735,796.0510008,3.465796783,11.4407304,49.31499512,1086.942379,95.39114733,1090.983149,0,0,0,0,15,40,45.4,87.4,0,0,1.45,1.42
B,"Beta (2, 117)",0.8,0%,35.69337304,793.8751884,85.64988916,822.5457321,11.36974663,29.11804979,64.32530947,1087.177183,128.1457973,1092.397211,0,0,0,0,45,104.1,59.2,117.3,0,0,1.99,1.88
B,"Beta (2, 117)",0.8,0%,21.2872144,788.1086039,43.44035273,802.5553856,6.611228402,15.26858392,59.84926207,1087.153491,111.813819,1091.935475,0,0,0,0,27,54.1,55.1,102.4,0,0,0.87,0.88
B,"Beta (2, 117)",0.8,0%,36.55108807,791.3361841,66.74320873,814.1614627,9.615756123,23.11497734,67.41007025,1087.169149,120.6054544,1092.315942,0,0,0,0,46.2,82,62,110.4,0,0,0.5,0.52
B,"Beta (2, 117)",0.8,0%,81.13822496,808.8650235,113.7804683,841.8176819,23.66311124,39.46776653,97.23083079,1087.906728,153.2557978,1094.887966,0,0,0,0,100.3,135.2,89.4,140,0,0,0.34,0.36
B,"Beta (2, 117)",0.8,0%,14.56508079,785.8536422,28.43944005,794.8963193,4.628653826,9.945799604,50.22321045,1086.99806,92.92385596,1090.964296,0,0,0,0,18.5,35.8,46.2,85.2,0,0,1.05,1.05
B,"Beta (2, 117)",0.8,0%,25.00417752,789.2520988,43.8100659,804.0464612,7.350849632,15.99071029,55.52136874,1087.089616,101.6508238,1091.461625,0,0,0,0,31.7,54.5,51.1,93.1,0,0,1.63,1.58
B,"Beta (2, 117)",0.8,0%,52.57165538,797.1169706,83.74848785,824.4745928,14.29819027,29.5472779,72.98605159,1087.244552,129.7972699,1092.898859,0,0,0,0,66,101.6,67.1,118.8,0,0,1.49,1.44
B,"Beta (2, 117)",0.8,0%,73.76531931,801.1083208,126.0390651,844.0177887,17.47255424,42.87592561,96.29775001,1087.672956,167.9975793,1095.004002,0,0,0,0,92.1,149.3,88.5,153.4,0,0,0.71,0.73
B,"Beta (2, 117)",0.8,0%,15.77029539,785.0421755,36.79103704,797.7188564,4.247916222,12.37242032,51.4980581,1086.980255,99.09819148,1091.104655,0,0,0,0,20.1,46.1,47.4,90.8,0,0,0.33,0.34
B,"Beta (2, 117)",0.8,0%,15.92479849,785.6765815,31.43661228,796.0896759,4.817499679,10.81208409,51.0211462,1087.008519,95.57399655,1090.999176,0,0,0,0,20.3,39.5,46.9,87.6,0,0,0.33,0.34
B,"Beta (2, 117)",0.8,0%,26.31539418,789.5321586,49.88230248,805.3376704,7.670201641,17.08599139,57.49609561,1087.094549,104.1932409,1091.680279,0,0,0,0,33.3,61.9,52.9,95.4,0,0,0.6,0.61
B,"Beta (2, 117)",0.8,0%,83.01518015,806.5114036,143.9069015,849.2599065,22.40638689,46.24615298,98.20500067,1087.678182,174.1905487,1095.017993,0,0,0,0,102.9,169.4,90.3,159.1,0,0,0.88,0.89
B,"Beta (2, 117)",0.8,0%,13.78788299,784.5060631,32.91545161,795.0745758,3.529265577,10.1319798,50.76267533,1087.020783,96.15385407,1090.996954,0,0,0,0,17.6,41.4,46.7,88.1,0,0,1.41,1.38
B,"Beta (2, 117)",0.8,0%,14.91658359,785.4058304,39.05781272,799.4612178,4.293701139,13.53335894,50.66334283,1087.022084,100.8394644,1091.181058,0,0,0,0,19,48.9,46.6,92.4,0,0,0.68,0.69
B,"Beta (2, 117)",0.8,0%,17.66203544,786.2575967,27.06725444,794.7125352,5.150635182,9.526718904,52.9901733,1087.071622,95.02075366,1091.233482,0,0,0,0,22.5,34.1,48.7,87.1,0,0,1.71,1.65
B,"Beta (2, 117)",0.8,0%,85.89944825,800.4767132,123.4229762,844.7212735,18.05036613,43.42076461,103.2131626,1087.335815,166.1882747,1095.016925,0,0,0,0,107.3,146.1,94.9,151.8,0,0,1.62,1.53
B,"Beta (2, 117)",0.8,0%,24.71197335,787.9945895,41.34733585,802.4195955,6.621022326,15.07160531,58.12264585,1087.079916,103.7443493,1091.497223,0,0,0,0,31.4,51.5,53.5,95,0,0,1.55,1.51
B,"Beta (2, 117)",0.8,0%,34.09930963,793.1955317,67.24061573,814.169298,11.05312885,22.93141703,61.8843332,1087.165075,113.7836154,1092.039025,0,0,0,0,43,82.6,56.9,104.2,0,0,1.14,1.13
B,"Beta (2, 117)",0.8,0%,59.43357953,802.4976428,95.55982888,829.8446524,18.54688872,32.62229027,86.01869549,1087.698584,144.726105,1093.995669,0,0,0,0,74.1,115.2,79.1,132.3,0,0,0.59,0.61
B,"Beta (2, 117)",0.8,0%,100.7073751,803.2601905,205.2548902,882.0515183,19.88863681,71.55259353,102.5268211,1087.469932,213.7449921,1096.092574,0,0,0,0,125.4,232.7,94.3,195,0,0,1.37,1.33
B,"Beta (2, 117)",0.8,0%,33.32841971,792.0033335,67.28253214,813.8827643,9.961242004,23.45749008,64.13673584,1087.252238,121.5850699,1092.431809,0,0,0,0,42.1,82.7,59,111.3,0,0,0.81,0.82
B,"Beta (2, 117)",0.8,0%,32.95685193,790.7042274,54.9739993,807.7239383,9.066777681,18.66537728,59.68660981,1087.141828,108.7111535,1091.736259,0,0,0,0,41.7,68.1,54.9,99.6,0,0,1.17,1.16
B,"Beta (2, 117)",0.8,0%,12.56330301,784.2807982,33.08750561,796.2394913,3.4983896,11.38489626,49.12047618,1087.020676,96.10378986,1091.077441,0,0,0,0,16,41.6,45.2,88.1,0,0,1.07,1.07
B,"Beta (2, 117)",0.8,0%,21.6443716,787.4137492,43.59862943,802.223851,5.954639734,15.20614282,54.94461865,1087.025016,102.7499961,1091.431613,0,0,0,0,27.5,54.3,50.5,94.1,0,0,0.96,0.96
B,"Beta (2, 117)",0.8,0%,38.35671031,792.8985911,55.28432212,809.9396425,10.65016857,19.37879089,68.8376961,1087.261602,113.7193316,1092.292623,0,0,0,0,48.4,68.3,63.3,104.1,0,0,0,0
B,"Beta (2, 117)",0.8,0%,15.97559643,785.0561412,33.30461978,796.4683972,4.081325106,11.27353856,53.25662315,1086.989368,98.67463815,1091.146066,0,0,0,0,20.3,41.8,49,90.4,0,0,1.34,1.32
B,"Beta (2, 117)",0.8,0%,11.79880936,784.434248,21.20570922,790.6884618,3.576292683,7.043452597,48.44582627,1086.968533,89.95332721,1090.875479,0,0,0,0,15,26.8,44.6,82.5,0,0,0.35,0.36
B,"Beta (2, 117)",0.8,0%,17.96450613,787.3821064,32.25377286,796.6097441,5.984907129,11.06333371,55.13237609,1087.100748,98.61402114,1091.413321,0,0,0,0,22.8,40.5,50.7,90.4,0,0,1.29,1.27
B,"Beta (2, 117)",0.8,0%,66.67264139,800.319441,127.8711264,845.2271367,17.48681589,44.27475936,86.173553,1087.407919,161.3802034,1094.269509,0,0,0,0,83.3,151.3,79.2,147.5,0,0,1.02,1.02
B,"Beta (2, 117)",0.8,0%,11.71651714,784.4464987,38.2185835,798.3217624,3.617760868,13.10331471,49.96988962,1086.986796,102.8612739,1091.214921,0,0,0,0,14.9,47.9,46,94.3,0,0,1.43,1.4
B,"Beta (2, 117)",0.8,0%,31.13516321,791.3389209,54.42397856,807.1774712,9.374208792,17.92358464,61.3881054,1087.169378,110.0018435,1091.83853,0,0,0,0,39.3,67.4,56.5,100.7,0,0,1.15,1.14
B,"Beta (2, 117)",0.8,0%,27.07831679,788.9902127,57.58177164,808.8980993,7.376534725,19.80002173,58.51740103,1087.095757,112.3740936,1091.796276,0,0,0,0,34.3,71.2,53.8,102.9,0,0,1.21,1.2
B,"Beta (2, 117)",0.8,0%,21.57304859,788.369963,37.29255975,798.9812646,6.849881163,12.59542099,57.17014433,1087.250012,101.3562346,1091.693499,0,0,0,0,27.4,46.7,52.6,92.8,0,0,0.6,0.61
B,"Beta (2, 117)",0.8,0%,43.91623011,797.4503227,63.77189099,813.4563819,14.29334115,20.99017761,78.35258218,1087.638072,122.7294712,1093.212026,0,0,0,0,55.1,78.4,72,112.3,0,0,1.64,1.57
B,"Beta (2, 117)",0.8,0%,50.90522564,791.3707884,90.68337318,826.1256377,10.21881651,31.81424918,79.78767132,1087.073705,139.8000118,1093.099146,0,0,0,0,64.3,109.8,73.4,127.9,0,0,1.35,1.32
B,"Beta (2, 117)",0.8,0%,9.525220868,783.6698799,23.42182239,791.4936482,3.077709444,8.074410139,48.49746185,1086.970956,91.92519202,1090.864376,0,0,0,0,12.2,29.6,44.6,84.3,0,0,0.71,0.72
B,"Beta (2, 117)",0.8,0%,13.55410879,784.0177987,34.364743,796.3569414,3.383331463,11.54358304,48.92795015,1086.967728,96.03038915,1091.074556,0,0,0,0,17.3,43.2,45,88,0,0,3.14,2.87
B,"Beta (2, 117)",0.8,0%,143.8452585,838.0653013,164.7461157,874.904835,47.86580524,58.39219241,135.0361554,1088.758972,178.044127,1097.551451,0,0,0,0,171.6,188.3,124,162.2,0,0,4.17,2.99
B,"Beta (2, 117)",0.8,0%,95.56823877,807.0960647,189.4467648,865.1137653,23.74793275,58.96633408,108.4019975,1087.467049,201.4376824,1095.650231,0,0,0,0,118.4,219,99.7,183.9,0,0,1.34,1.29
